rowID,playerID,gameID,game_date,away,opp,game_result,passYDS,passTD,passINT,rushYDS,rushTD,rec,recYDS,recTD,krtd,prtd,passBonus,rushBonus,recBonus,fpts
1,1,1,2002-12-01,1,KAN,L 0-49,88,0,3,0,0,0,0,0,0,0,0,0,0,0.52
2,1,2,2000-09-24,0,GNB,L 3-29,189,0,4,0,0,0,0,0,0,0,0,0,0,3.56
3,1,3,2002-12-15,1,STL,L 28-30,258,2,1,33,0,0,0,0,0,0,0,0,0,20.62
4,1,4,1999-10-17,0,WAS,L 10-24,99,0,2,0,0,0,0,0,0,0,0,0,0,1.96
5,1,5,1999-10-10,0,NYG,W 14-3,156,1,0,3,1,0,0,0,0,0,0,0,0,16.54
6,1,6,2000-09-10,0,DAL,W 32-31,243,2,0,0,0,0,0,0,0,0,0,0,0,17.72
7,1,7,1997-11-30,0,PIT,L 20-26,270,2,0,19,0,0,0,0,0,0,0,0,0,20.7
8,1,8,1999-09-19,1,MIA,L 16-19,112,0,4,4,0,0,0,0,0,0,0,0,0,0.88
9,1,9,2001-10-21,0,KAN,W 24-16,228,1,0,20,0,0,0,0,0,0,0,0,0,15.12
10,1,10,2001-11-18,0,DET,W 45-38,334,4,1,5,0,0,0,0,0,0,3,0,0,31.86
11,1,11,2001-12-30,1,CAR,W 30-7,173,2,0,-1,0,0,0,0,0,0,0,0,0,14.82
12,1,12,2000-12-24,1,WAS,L 3-20,144,0,3,30,0,0,0,0,0,0,0,0,0,5.76
13,1,13,1998-11-22,1,WAS,W 45-42,251,2,1,10,3,0,0,0,0,0,0,0,0,36.04
14,1,14,1998-11-08,0,WAS,W 29-27,186,1,0,50,0,0,0,0,0,0,0,0,0,16.44
15,1,15,2000-10-08,0,CLE,W 29-21,171,2,0,-1,0,0,0,0,0,0,0,0,0,14.74
16,1,16,1999-12-12,1,WAS,L 3-28,147,0,3,6,0,0,0,0,0,0,0,0,0,3.48
17,2,1,1988-10-09,1,DET,W 24-7,78,1,0,0,0,0,0,0,0,0,0,0,0,7.12
18,2,2,1988-09-25,1,GNB,W 24-6,114,0,2,18,0,0,0,0,0,0,0,0,0,4.36
19,2,3,1988-10-24,0,SFO,W 10-9,132,0,1,27,1,0,0,0,0,0,0,0,0,12.98
20,2,4,1988-10-02,0,BUF,W 24-3,260,2,1,24,0,0,0,0,0,0,0,0,0,19.8
21,2,5,1983-11-13,0,PHI,W 17-14,140,2,0,43,0,0,0,0,0,0,0,0,0,17.9
22,2,6,1984-09-09,0,DEN,W 27-0,93,1,0,8,0,0,0,0,0,0,0,0,0,8.52
23,2,7,1982-12-05,0,NWE,W 26-13,192,2,1,7,1,0,0,0,0,0,0,0,0,21.38
24,2,8,1984-10-21,1,TAM,W 44-9,219,3,0,24,0,1,42,0,0,0,0,0,0,28.36
25,2,9,1984-11-04,0,RAI,W 17-6,68,0,1,10,0,0,0,0,0,0,0,0,0,2.72
26,2,10,1983-10-09,0,MIN,L 14-23,35,0,2,6,0,0,0,0,0,0,0,0,0,0
27,2,11,1984-10-07,0,NOR,W 20-7,128,1,0,25,0,0,0,0,0,0,0,0,0,11.62
28,2,12,1985-09-29,0,WAS,W 45-10,160,3,1,36,0,1,13,1,0,0,0,0,0,29.3
29,2,13,1982-12-26,1,RAM,W 34-26,280,2,0,23,0,0,0,0,0,0,0,0,0,21.5
30,2,14,1986-09-28,1,CIN,W 44-7,211,3,1,1,1,0,0,0,0,0,0,0,0,25.54
31,2,15,1988-10-30,1,NWE,L 7-30,4,0,1,1,1,0,0,0,0,0,0,0,0,5.26
32,2,16,1986-11-23,0,GNB,W 12-10,95,0,3,64,0,0,0,0,0,0,0,0,0,7.2
33,3,1,1995-11-12,0,CHI,W 35-28,336,5,0,2,0,0,0,0,0,0,3,0,0,36.64
34,3,2,2003-12-22,1,OAK,W 41-7,399,4,0,0,0,0,0,0,0,0,3,0,0,34.96
35,3,3,2005-01-02,1,CHI,W 31-14,196,2,0,0,0,0,0,0,0,0,0,0,0,15.84
36,3,4,2007-10-29,1,DEN,W 19-13,331,2,0,-8,0,0,0,0,0,0,3,0,0,23.44
37,3,5,1999-10-17,1,DEN,L 10-31,120,0,3,9,0,0,0,0,0,0,0,0,0,2.7
38,3,6,2007-11-29,1,DAL,L 27-37,56,0,2,0,0,0,0,0,0,0,0,0,0,0.24
39,3,7,2004-12-05,1,PHI,L 17-47,131,0,2,0,0,0,0,0,0,0,0,0,0,3.24
40,3,8,1999-11-01,0,SEA,L 7-27,180,1,4,16,0,0,0,0,0,0,0,0,0,8.8
41,3,9,1995-11-26,0,TAM,W 35-13,267,3,0,18,0,0,0,0,0,0,0,0,0,24.48
42,3,10,1998-12-20,0,TEN,W 30-22,253,3,0,49,0,0,0,0,0,0,0,0,0,27.02
43,3,11,1995-12-16,1,NOR,W 34-23,308,4,0,15,0,0,0,0,0,0,3,0,0,32.82
44,3,12,1994-10-20,1,MIN,L 10-13,32,0,1,0,0,0,0,0,0,0,0,0,0,0.28
45,3,13,2007-12-30,0,DET,W 34-13,99,2,0,21,0,0,0,0,0,0,0,0,0,14.06
46,3,14,1992-12-06,0,DET,W 38-10,214,3,0,11,0,0,0,0,0,0,0,0,0,21.66
47,3,15,1998-10-05,0,MIN,L 24-37,114,0,3,0,0,0,0,0,0,0,0,0,0,1.56
48,3,16,1992-09-27,0,PIT,W 17-3,210,2,0,12,0,0,0,0,0,0,0,0,0,17.6
49,4,1,1981-09-13,1,WAS,W 17-7,93,0,1,-5,0,0,0,0,0,0,0,0,0,2.22
50,4,2,1984-09-02,0,PHI,W 28-27,409,4,0,20,0,0,0,0,0,0,3,0,0,37.36
51,4,3,1980-10-05,1,DAL,L 3-24,87,0,1,20,0,0,0,0,0,0,0,0,0,4.48
52,4,4,1990-11-18,0,DET,W 20-0,170,2,0,0,0,0,0,0,0,0,0,0,0,14.8
53,4,5,1987-12-19,0,GNB,W 20-10,233,2,0,0,0,0,0,0,0,0,0,0,0,17.32
54,4,6,1993-10-10,1,WAS,W 41-7,182,3,0,-2,0,0,0,0,0,0,0,0,0,19.08
55,4,7,1984-12-15,0,NOR,L 3-10,127,0,2,43,0,0,0,0,0,0,0,0,0,7.38
56,4,8,1987-10-25,0,STL,W 30-7,253,3,0,-3,0,0,0,0,0,0,0,0,0,21.82
57,4,9,1980-11-30,0,STL,L 7-23,106,0,2,29,0,0,0,0,0,0,0,0,0,5.14
58,4,10,1990-10-14,1,WAS,W 24-20,283,2,0,-3,0,0,0,0,0,0,0,0,0,19.02
59,4,11,1986-11-09,1,PHI,W 17-14,130,0,2,10,0,0,0,0,0,0,0,0,0,4.2
60,4,12,1990-09-30,0,DAL,W 31-17,188,3,0,0,0,0,0,0,0,0,0,0,0,19.52
